,review_text,review_rating
296,produk favorite sepanjang masa dipakai peeling mundisari mr pemakaian kulitku halus lembut cerah pernah pakai masker pas lai beruntusan dahi beberapa kali pakai berutusannya pergi sendiri repurchase yes,5
298,aku suka iniiii cair cepet banget menyerap kulit aku biasanya pakai tetes buat seluruh wajah tetes buat leher emang udah cover semua hemat banget harganya affordable sekali efek mencerahkannya emang keliatan kok buat bekas jerawat keliatan sih yah hehe suka suka suka,5
301,kulit jerawatan sensitif semua masker pakai pertamanya sempat ragu mencoba cocok pakai facial washnya iseng-iseng ambil waktu antri obat papa apotek punya jerawat pipi merah meradang pakai masker malam paginya langsung calm besoknya kering,5
302,lip exfoliator beneran ngangkat kulit-kulit kering area bibir biasanya aku pakai pakt lipstick/lipstain buat kulit bibirku lembut halus pokoknya barang wajib aku repurchase bibirku selalu kering makanya barang satu mesti selalu,5
304,pertama kali nyobain pas udah hopeless gara gara muncul bintik halus pada kulit muka udah mencoba pakai macem macem tetep aja tidak hilang hilang bruntusannya terus pas guardian ngeliat harganya terbilang murah sih produk import terus cobain hasilnya lumayan seminggu pakai bintik halus pada kulit mukaku udah hilang muka jadi halus banget ngangkat komedo,5
306,my holy grail skincare minggu pertama make sih purging sempet down banget stop make facial buat basmi jearawat purging facial doank tidak pakai krim dokter langsung lanjut make lebih lembab kulitku super dry lebih muda aja liatnya,5
308,looove this little pink jar wanginya enak bangetteksturnya thicklengket banget bibir bertahan pagirisih waktu pertama pakaitapi seharian bibir jadi kenyel lembut jadi suka banget sama lip mask inibener buat bibir jadi lembabpakai lipstick hasilnya jadi lebih halussaya pakainya tipis aja tidurso this cute jar will last a looong way must have,5
309,hasil akhirnya halus matte tekstur bb creamnya sendiri kayak cream begitu mengkover baik oil control nya bagus bb cream aku rekomendasikan orang kulit normal maupun kombinasi orang punya kulit berminyak aku pribadi engga merekomendasikan bb cream buat orang punya kulit kering soalnya tekstur bb creamnya tebal lembut jadi kalau kulit kalian kering bakal susah ngeaplikasiin nya bakal tidak rata ringan wajah,5
312,my produk yang selalu digunakan di rutinitas kecantikan exfoliator tsf black sugar mask pakai cure sejak tahun setia sekarang teksturnya lembut kenyal lebih kental air diaplikasikan wajah bakalan gel pijit lembut wajah scrubnya mengelupas kulit mati pokoknya suka banget bakal repurchase kulit jadi supply bersih banget cocok dimasukkan step exfoliating step korean beauty routine,5
313,mau ikut nge review sunblock sunblock kesukaan tiap hari keluar rumah salah satu perlengkapan tempur paling penting buat berperang lawan sinar matahari super menyengat super silauuaapalagi kalau musim kemarau kalau pakai muka tidak kayak udang rebus biarpun berdiri bawah sinar matahari tidak spot hitam muncul muka biarpun tiap hari panas-panasan mengaplikasikannya gampang teksturnya cream ringan bener-bener tahan sampe jam sesuai claimnya kemasannya nyaman dipakai bentuk tube jadi menghabiskan isi produk bersisa sedikit pokoknya puas banget pakai sunblock pada menghadapi matahari kalau pakai kekurangan sunblock cuma satu harganya mahal menguras isi dompet ukurannya lumayan kecil ml semoga review membantu,5
314,my favorite dan produk yang selalu digunakan di rutinitas kecantikan cushioncoba beberapa cushion yang favorite bangetwarnanya pas banget kulit light weightterasa ringan kulit pakai makeupblend like second skincoverage nya oke banget dikit aja udah blur pori besar hyper pigmentation lebih terkesan matte dibanding cushion yang cenderung memberikan efek oily lama kulit terlihat glowing sendirinyatidak menimbulkan jerawat kulitku yang sensitif tahan lama banget melted biarpun dipakai seharian cinta cinta dan definitely repurchase,5
315,suka banget sama jafra mud mask waktu dipakai harum herbal jahe buat rileks gampang banget blend dibilas sensasi kenyal wajah berasa bersih bulanan pakai produk pori-pori hidung mengecil wajah menjadi lebih cerah gak kusam cinta this,5
316,cleanser warbyasaaa aku itu selalu punya komedo yang susah banget hilang scary face angkat komedo aku wanginya campuran mint balsem in good way wkwk pakenya rumit dilarutkan air dulu tetapi sensasi pas dipakai enak anget begitu sayangnya mahal banget mengingat cuma dipakai max bulan kl lebih lama bakal aku stok terus deh,5
318,bertahun-tahun ganti facial wash tiba jadi mau upgrade facial wash haha main skin care talk nemu thread hada labo akhirnya cobain starter pack-nya facial wash merupakan salah satu produk dlm starter pack teksturnya thick tetapi gampang pemakaiannya kok mengandung paraben alkohol fragarance pakai sebanyak biji jagung aja udah cukup muka busanya banyak bersihin muka rasanya kulit tuh supple banget halus bawaannya mau pegang terus lol ninggalin efek kulit terasa ditarik so far cocok dgn formulanya sepertinya repurchase ukuran yang besar deh kalau lihat kandungannya cocok dipakai org yang kulitnya sensitif,5
319,buatyangsukapake lipstickmattejenisapapun buat punya bibir kering lipcareinicocokbgtbikinkulit bibir kamu lembablembutakupakeini malam kalomautidurbesokpaginyapasakubangunbibirakuudahkayakbibirbayisuperaluslembab jugadan wanginyainienakbgtwanginyamaniswangipermenfruitellakalokataakubikingemes pengen dijilat,5
321,cinta this sunblock soo much tidak menyebabkan break out mukaku sensitive tidak memberikan efek dull wajah ampir seharian dipakai tidak buat keliatan minyakan banget muka awalnya sulit menggunakan aplikatornya berbentuk spray lama terbiasa value for money,5
324,kenal bedak antik pas kelas sma which is udah tahun lalu bahkan itupun si saripohatji udah jadi barang antik jadi kebayang kan betapa klasiknya waktu muda saripohatji does a wonder for me wajah beneran jadi cerah bersinar banget jerawat komedo cepet kering mudah dirontokin sejak masuk usia -anjadi on-off pakai masker kalap masker terutama korea nah pas udah masuk tahun rutin pakainya kurang kuat mengeringkan jerawat mungkin usia kulit berpengaruh jadi buat usia - tahun aku saranin rutin deh pakai walaupun kulit tidak bermasalah mumpung kulit prime time this is a good invesment for your skin kayaknya aku punya anak perempuan aku mau kenalin sama saripohatji sejak usia tahun deh nyesel nih on-off pakai sekarang udah setahun dirutinkan hari sekali seling masker yup pakai masker x hari maniak masker udah ngerasain sendiri manfaat maskeran tiap hari anyway saripohatji recommended banget,5
325,youthmud menurutku versi instant nya supermud dibilas hasilnya lsg keliatan muka terasa lebih kencang cerah instant cocok banget dipakai pas in-rush aku suka wangi tekstur nya,5
326,body scrub makarizo pertama aku coba buat aku coba varian lainnya d affordable a little goes a long way wangiknya enak banget not too chemical or fragranced mild scrub bintikquot black rice nya i think kulit alus mulus instan sehabis pemakaian - i dislike the jar tutupnya kecil jadi tangan susah masuk sering luka kalau gak atikquot bener bener perjuangan kalok produknya dah mau habis,5
328,cant live withoout baru beralih kiehl sebamed somehow lebih ringan aromanya menyenangkan tidak buat bibir berasa dioles mentega p the best banget buat sehari-hari polas-poles lipstick/gloss/tint,5
329,udah pakai tube kedua sekarang pakai tiap hari sampe setahun tidak butuh banyak buat cover whole face light serasa tidak pakai cream spf nya jadi lumayan tenang deh klo panasnya menutup dark spot atau acne yang nongol but thats fine with me coz it looks natural yang terpenting tidak buat jerawatan selama pakai,5
335,sempet jadi andalan aku beberapa tahun akhirnya aku tak sanggup beli kamu hahaha sedih deh baunya enak banget jadi pengen gigit sama makan hehehe memang sangat melembapkan bibir terus gak warnanya aku rasa emang tujuan cuma melembapkan ajaa,5
337,merasakan hebatnya perpaduan fte cell deep surge mau mencoba kedahsyatan cellumination aura essence rangkaian cellumination sekarang setengah botol ukuran ml bulan pemakaian mulai terlihat glowy tulang pipi kening efeknya keliatan banget kalau difoto outdoor udah coba memang gak langsung menghaluskan kulit banget kata temen kulit keliatan lebih sehat mungkin efek glow-nya i wil repurchase it no matter what d,5
338,my holy grail bb kemasan wise it looks fancy dan elegant especially the color is baby blue my favourite color haha it is also sturdy it wont be opened easily entah pakenya terlalu hemat gimana satu cushion tahan sampe bulanan tidak buat reaksi kulit karena tidak cocok dengan zat aktif pada produk cocok buat kulit berminyak buat muka keliatan dewy begitu tidak berminyak buat pengen hasilnya matte tinggal tutup aja pakai bedak tabur,5
339,suka banget sama cetaphil suntivity formula nya cair jadi gampang diratain wajah teksturnya gak lengket sama sekali cukup moisturizing jadi kamu langsung pakai make up setelahnya gak buat berminyak gak buat break out gak bau kimia aneh very recommended,5
342,aku suka banget sama produk banget banget banget aku pakai hari cuci muka pakai ponds polution out hasilnya sangat-sangat terlihat pas hari kedua jerawat kecil dahi udah berkurang cara pemakaiannya aku aplikasiin seluruh wajah trus diamkan selama satu menit aku pijat-pijat akhirnya dibilas teksturnya scrubby begitu tidak kasar buat iritasi aromanya enak banget kayanya khas aprikot begitu very recommended,5
344,baru nyobain mud mask karena byk yang bilang kumpulan semua keunggulan dr glamglow supermud youthmud jadi satu tekstur masker kaya bulir bulir scrub nya dioleskan kewajah pertama kali dibuka lgsg tercium aroma segar yang earthy banget tidak tau aroma apa mgkn buat orang yang indera penciumannya sensitif ganggu cuma aroma hilang masker mengering kering km bs liat masker ngebentuk dipori wajah kamu pipi sekitaran hidung km basuh wajahmu coba pakai washcloth dgn air hangat brushing off the kotoran dirts dan dead cells dan it leaves your skin feeling baby soft pori-pori terlihat mengecil dansamar meninggalkan wajah bersih kesat tidak narikdikulit kulit rasanya lembuuutt banget ohiya packagingnya baru tutup jarnya warnaputih,5
346,aku pakai selama / hari berturut-turut kemudian berhenti aku merasa membutuhkan kapan merasa butuh kalau mau acara penting kalau kulit terlihat mulai kusam biasanya sebulan/dua bulan pemakaian terakhir dulu awal-awal pakai geli sensation sekarang sih udah enga yaaa pemakaian gg selama / hari mukaku terlihat lebih cerah kalau pakai biasanya aku tidak pakai acid toner pernah overexfoliating dulu kalau habis bakal aku beli,5
347,one of my fave cushion nempel banget sama kulit kayak kulit sendiri flawless waterproof soalnya habis wudhu kelihatan butiran-butiran air wajah aku suka banget sama hasil akhirnya tetep glowing sehat terlalu berminyak banget biasanya habis pakai aku pakai bedak,5
348,pertama kali beli pas meledak si baby lips kebetulan stok lip balm habis ternyata cocok banget aku noda warnanya paling terlihat dibanding lip balm udah pernah aku pakai efek lembabnya pas berminyak memang gampang sekali hilang kalau terbawa makan minum gak masalah memang semua lipbalm hampir pernah aku apply tebel tebel terlihat pakai lipstick lho meninggalkan bekas noda makanya sampe sekarang kalau habis tetep terus repurchase puas hasilkualitas harganya,5
349,moisturizer acne prone friendly nyaman dikulit tekstur lotion cair bening tetes udah buat lembab walaupun kulitku berminyak wajib banget pakai moisturizer light dehidrasi seharian ruangan ber ac harganya affordable aku suka pakai pelembab malam mengandung spf cocok pelembab malam harian menjaga kelembaban kesehatan kulit kemasannya travel friendly,5
350,aku pakai nya yang moisture punya yang sally gambarnya cushion favorite aku harganya murah bngt sangat memuaskan coverage nya lumayan pilihan warna nya pas sama warna kulit akuga terlalu putih kaya cushion korea yang lainnya kalau dipakai natural bngt kulit kelihatan halus bercahaya buat kulit berminyak kalau pakai yang moisture tidak terlalu masalah yang penting tetap ruangan ber ac jangan lupa setting dgn powder dulu sebelumnya kemasan nya lucu bngt aplikator pada kosmetik yang berbentuk bubuk enak aku pernah baca klo missha memakai suatu teknologi buat aplikator pada kosmetik yang berbentuk bubuk jadi bb creamnya tidak masuk aplikator pada kosmetik yang berbentuk bubuk tetap permukaannya jadi lebih awet pastinya,5
352,jatuh cinta banget sama bioderma sejak pertama kali pakai cuci muka pakai facial wash selalu pakai membersihkan muka seharian diluar kalaupun cuma dirumah tetap pakai bioderma pakai facial wash selalu ngerasa super bersih mukanya cuci muka,5
353,pertama kali meggunakan produk langsung jatuh cintaau enak dipakai pokoknya daebak suka bangett pakai pelatembabnya buat enak wanginya soft manfaatnya terasa kulit jadi lembabu cepet keringu kenyal-kenyal begitu pakai produknya u wajib dicoba biar kamu merasakan manfaatnya sendiri,5
354,pertama pakai langsung muncul jerawat akhirnya dianggurin selama sebulan trus iseng aku coba pemakaian kedua msh ttp muncul jerawat aku pikir purging jadi ttp aku lnjut pakai seminggu sekali lama kelamaan gk muncul jerawat lagi kalau pakai masker malahan pernah aku totolin spot jerawatnya langsung amazing jerawatnya lgsung calming dn cpt kering jadi sering banget aku buat calming jerawat kalau lagi jerawat yaiyalah untik masalah mengecilkan pori gk perhatiin sih tetapi biasanya kalau habis pencetin komedo aku ksh keliatan banget bolong bekas komedo hahaha gk tau knp suka aja liat bolong hidung bekas komedo jadi keliatan kalau pakai masker mgkn mengecilkan pori tetapi aku gk merhatiin bakal repurchase yang super volcanic siapa tau lbh nendang d,5
356,selalu tertarik mencoba yang baru jadi aku beli masker sama jenis yang dr vienna harganya murah banget ternyata dpt drugstore karena awal aku tau produk dr olshop baunya biasa aja engga terlalu mengganggu hasil pemakaiannya cukup oke sehabis diangkat maskernya muka kelihatan lebih segar cerah bersih bebas dr minyak komedo cukup angkat walaupun engga semuanya suka sama sensasi terasa ditarik pas maskernya kering senam wajah maskernya lepas sedikit habis masker pengen mencoba sama jenis masker yang dr vienna jg,5
358,my holy grail males cuci masker dulu suka yang model clay akhirnya nekat mencoba sulwhasoo clarifying mask gampang tinggal apply light moisturizer apply masknya tunggu menit kupas trus apply moisturizer voila sangat praktis buat ku fungsinya banyak mengurangi gatal wajah akibat food allergy mengurangi bekas jerawat membuat kulit terlihat lebih mulus pori mengecil tekstur membaik membantu mengusir calon jerawat cukup affordable brand sulwhasoo sebotol habisnya lamaa cons counter bali beli online totally recommended,5
361,pembersih wajah top banget sekali usap wajah sisa make up kotoran muka langsung bersih walaupun waterproof tidak buat iritasi tidak buat kulit jadi kering tidak wewangian quotmenyengatquot hidung jatuh cinta banget sama micellar water,5
366,beli share mimo aku jadiin face scrub hasilnya waw banget deh muka halus iritasi pinggiran idung langsung mereda tidak merah-merah perih kalau luka udh mau sembuh aku scrub biar tidak ninggalin bekas andi its really work,5
367,this is my second day using this holygrail facial cleanser tekstur okay banget kaya busa dijamin habis pakai kulit kamu bersih bersinar tidak lebay cleanser terkandung pitera kandungannya tidak perlu dijelasin lah definitely will repurchase this baby again,5
368,my hollygrail product bangeeeet satusatunya ngubah tekstur hidung aku jadi halus banget kadang kalau males pakai skincare dgn urutan yang panjang aku pakai aja pas malem paginya bangun wajah yang keliatan sehat jelas aku puas banget produk karna ngubah tekstur kulitku must try,5
369,bb cream pertama cocok banget sama aku udah berkali-kali gonta-ganti bb cream voila cocok sama kulit aku bb cream water based jadi ringan kulit aku gak perlu banyak-banyak pakenya pokoknya pas pertama kali pakai bb cream langsung jatuh cinta deh packagingnya super cute buat aku emang ngefans banget sama warna pink repurchase yes,5
370,definitely replace my petroleum jelly dan my bodyshop strawberry lip butter wanginya yaampun enak banget kayak caramel popcorn pas diaplikasiin gaada rasanya kok awet untuk beberapa jam tidak buat ketergantungan its nice underneath your lipstick pakai tipis aja a little goes a long way,5
372,micellar water yang satu lagi happening banget ajaib bs angkat riasan sampe tuntas uatexturenya ringan tidal berbau bersih banget bersihin muka sisa riasan tetapi jg debu dlluabotolnya clear cuma kekurangan gak pakai pumpuaharga nya lumayan pricey tetapi worth tetapi sangat efektif,5
373,nih produk murah paling mantap paling aku cinta dulu aku menilai sebelah mata produk ngebayangin pakai produk bakal buat jerawatan berminyak blablablabr / akhirnya skrg pakai karena terpaksa haha micellar water yang biasa aku pakai habis rasanya tidak aja kalau tidak double cleansing banyak banget org yang aku blg cocok pakai malah kayanya review org bagus banget gak tau aku pas minimarket mikir yaudahlah coba aja karena waktu muka ku lagi bebas jerawat kalau tidak cocok paling numbuh satu jerawat pikirkubr / eh pas pertama kali pakai aku takjub sama formulanya yang nyaman sekaliii kulit sama sekali tidak perih rasanya enak banget harga segitu jujur aku tidak nyangka ternyata sebagus produk inibr / yang aku khawatirkan tidak terjadi kok tidak jerawat tidak buat berminyak tambah kering keren lah pokonyabr / produk jadi bukti buatku untuk jangan terlalu sinis sama produk murah kekurangan produk cuma satu wanginya yang kurang enak kalau tadinya tidak mengandung parfum produk bakal jadi perfect banget skrg aku jadi cinta banget sama si satu mana murah gampang dicari cinta banget lah,5
376,termasuk hgkarena klo habis pakai inimuka bersih bangetuda pemakaian bulananbintik hitam sedikit memudarmuka lebih freshbersihkenyalgak buat trouble kulit pokoknya aku suka pemakaian awal mungkin kaget karna sensasi perih  dinginnya diwajahtapi cuma bentar sajaabis hilang kering dibilasuenak banget rasanyamuka kumel jadi berseri-seri pakai rutin biar terlihat hasilnya,5
381,brand sepertinya masuk indo saya belinya pas jalan singapore tertarik masuk tokonya tokonya cute display beragam sellerny bukan orang asia sepertinya orang timur sana ganteng sangat persuasif anyway beli beberapa produk disana diantaranya lavender scrub wanginya enak banget tekstur scrubnya beda sama yang pernah dipakai sebelumnya bilas kulit beneran sangat lembab banget kesannya oily sekali but thats fine because it is how it worked bahkan dikeringin pakai handuk benar terasa lembab kulitnya menurut pendapat saya benar recommended orang kulitny kering - sangat kering,5
382,karna aku setia sama hadalabo i said cinta for facewash awet banget murah buat kulit kering buat berminyak thats good kulit jadi bersih kenyal berasa terasa ditarik sayangnya kalau kehabisan musti hypermart indomart/alfamart,5
383,sk-ii facial gentle cleanser merupakan produk favorit aku tubenya besar isinya sangat banyak menghabiskan full-sizenya membutuhkan waktu tahun untukku wanginya aroma bunga mawar busanya sedikit digunakan kulit menjadi lembut dibilas kulit menjadi kesat tertarik kulit menjadi glowing cerah selanjutnya aku menggunakan toner wscl fte nya optimal aku percaya harga kualitas sk-ii mampu membuktikan kualitasnya malah kalau aku bilang lebih besar kualitas diberikan harga aku bayarkan kalau dihitung-hitung tube bulan jadi berapa tuh perbulan murah kan,5
384,aku suka banget crubbing pakai produk tiff aku biasa pakai rasa green tea wajah leher rasa kopi badan tangan kaki ketiak pipi pantat berkhasiat banget buat kulit aku jadi mulus berasa sehat banget deh wajah scrubbing pakai jerawat aku kecil-kecil langsung keluar gak lama langsung sembuh aku biasanya scrubbing wajah tubuh sekali seminggu produk lumayan lama kok habisnya pokoknya recommended banget deh produk ditambahkan rangkaian skin care kamu,5
385,female daily event beauty review nice color sayang bibir kering jadiiiii pecah-pecah kalau lama bibir long lasting buat hiks padahal suka sama warna nya kalau lipstick warna mau thank you female daily,5
386,mencoba beli keracuan ig dan baru dpt pengetahuan double toning saya pakai pakai hydrating toner pakenya malem aja so far sih sukaga berasa terasa ditarik kulitnya pdhl kulit q lumayan kering nah yang buat tambah seneng kemaren pas mencoba face oil muka bintik halus pada kulit sebel banget malemnya biasa tetep double toningdaaannn paginya si bruntus dah kempis tinggal merahnya aja cinta deh,5
387,sangat suka pakai harga nya yang bersahabat hasilnya flawless begitu harga nya lebih murah beauty blender merek cara blend nya tinggal press pressure yang rendah konstan arah hidung keluar ulangi terus hingga concealer nya merata cover those areas flawlessly hope this help happy trying ladies,5
388,barang penyelamat hasilnya flawless banget sama kayak pakai kuas beauty blender bagus buat yang belajar countouring muka gampang buat dibawa mana jadi tidak usah bawa kuas,5
390,sukak bangetdipakainya cukup tipis - tipis aja bibir tidur keesokan paginya dibersihin pakai air hangatand voila bibir lembab tahan sepanjang haricocok banget buat sehari - hari pakai lipstik mattebibir gak pernah kering semenjak pakai laneige lip sleeping maskkalau dibandingin pakai pelembab bibir biasa biasanya efek lembabnya dipakai udah terhapus kering laneige lip sleeping mask lembabnya tahan seharian,5
391,laneige bb cushion spf pa cushion pertama aku pertama kali pakai cushion langsung cocok aku hasil pemakaian cushion buat wajah aku jadi flawless suka banget deh terlalu oily buat wajah kering bertahan sepanjang hari bagus banget wajah aku,5
392,i have never used anything beside doctors cream at night but that just wont do anymore akhirnya digantikan serum atas dasar rekomendasi puche value for money bange pakai beberapa hari kulit jadi lebih kenyal halus jarang break out merah-merah almost every night i use - drops dan all set pagi bangun muka lembab glowing wangi lavendernya cukup soothing gk pengaruh all in all i cinta this dan will definitely repurchase it,5
393,kata whitening serum membuat aku memutuskan membeli serum mecoba berpaling serum skincare korea sebelumnya aku coba selama pemakain bulanan aku merasakan efek whitening diunggul-unggulkan produk dark spot wajah akibat jerawat tetap sama tersamarkan mengurangi minyak wajah memang produk bekerja baik mungkin kalau digunakan paket rangkainnya produk baru bekerja kali hehehehe,5
397,awalnya susah menemukan sunblock cocok kulit berminyak akhirnya menjatuhkan pilihan pas sunblock susah nyari indo coba via olshop century/ hero teksturnya ringan gak oily jadi gampang nyerap diwajah pakai moisturizer cream buat istimewa kandungan spfnya tinggi sempet dites waktu aktivitas outdoor selama - jam wajahku tidak samasekali menggelap warnanya ataupun terbakar,5
399,sabun muka bagus bangeeet buat muka jadi kering habis dipakai bersihhhh banget packagingnya imut-imut mudah didapat drugstoressejauh sabun muka paling bagus harga paling affordable,5
400,vitacreme b day cream sangat cocok kulit kering berminyak aku pernah review blog ku produk produk buat wajahmu terlihat glowing cerah kalau rutin pakenya wajah kelihatan lebih cerahan katanya aplikasikan tubuh jadi sun block loh,5
401,sunscreen pertama aku bagus banget diaplikasiin wajah teksturnya lgsg berubah menjadi air super gampang meresap kulit wajah buat kulit adem segar mgkn lemon scented spfnya tinggi sekali jadi gausah diragukan sunscreen susah banget nyarinya aku aja titip temen dulu kl pergi singapore / malaysia sekalinya yang jual olshop biasanya mahal banget yang nyampe ribuan pdhl harga normal around ribu repurchase definitely yes,5
402,aku pakai suncreen erha bulanan awalnya aku coba sunscreen brand ujung-ujungnya malah reaksi kulit karena tidak cocok dengan zat aktif pada produk parah kebetulan sebelumnya aku pernah perawatan erha hasilnya nampak review orang-orang cocok sunscreennya aku akhirnya mencoba buat aku makin yakin khusus oily skin harganya affordablesetelah bulan penggunakan cuma lindungi wajahku sinar uv aja bantu nyamarin flek hitam wajahku mungkin kandungan vitamin c-nya kali yaproduk ringan cepat meresap aku tidak suka cuma kemasannya doang,5
403,bbcream premium bbcream termahal pernah pakaisuka banget sama texture nya cepat meresap ringan terus buat senang nya pilihan warna bbcream sangat-sangat-sangat pas sekali pindah kelain hati spf tekandung lumayan besarhanya sangat disayangkan product sangat mahal dibeli,5
404,ssssuuukkkkaaaa bingitssss kenal fte jenis kulit kombinasi sekarang udah normal padahal baru pakai bln lebih soalnya udah gak pernah jrewian trus buat glowing jg awal pakai sempet purging dl sih merahquot begitu full semuka syukurnya cm hari aja d bakal banget repurchase,5
407,cocok dipakai buat sleeping mask menghidrasi kulit banget kalau kulit wajah kering sangat kering macem gurun sahara dipakai menjelang tidur dibiarkan semalaman bangun pagi kulit jadi dewy lembab enak banget make up jg nempel,5
408,yes it is expensive but ive never found anything like it yet udah pernah coba beberapa duplikat nya selalu tidak cocok aku selalu balik sk-ii fte so far aku udah pakai tahun tidak rencana coba-coba teksturnya air formulanya langsung meresap kulit aku pakai tiap malem paginya kulit terasa supple keliatan cerah pokonya bagus jadinya keliatan kalau aku males perawatan malem hehe p dulu awalnya aku purging minggu mulainya seminggu pertama pemakaian kondisi kulit perlahan membaik,5
409,my holy grail banget masker pas banget dipakai kulit mulai kusam lelah seketika langsung glowing cerah wanginya enak banget menurutku masker lebih sebelum penggunaan kosmetik jadi kalau habis pakai skincare jadi bekerja lebih baik pas jerawatan langsung deh cepet keringnya glowing effectnya paling buat cinta it so much wajib coba budgetnya lumayan gede soalnya online shop cuma beda ribu counternya tinggal dikit tidak rela dihabisin wajib beli deh begitu budgetnya kudu gede,5
410,recommended buat kamu kerja lapangan on vacation luar kota negeri banyak kegiatan outdoor so kamu tidak usah pakai berulang-ulang sesering kalau spf nya tinggi begini,5
411,saya punya kuas biji satu aplikasiin highlighter tulang pipi satunya set concealer bawah mata ukurannya kecil pas banget aplikasiin highlighter tulanh pipi aplikasiin bedak bawah mata bulunya lembut banget gampang banget dibersihinnya tidak makan waktu lama ngeringin brush,5
412,thismaskisdabomb selesai beruntusan jadilah aku memutuskan mencoba si youthmud beberapa orang langsung mengkinclongkan is that even a word wajah aku terkejut bener baguuuus banget dipakai langsung keliatan sehat serius gak lebay pro - muka langsung bersinar bak porselin - kalau dipakai riasan hasilnya lebih halus - komedo hilaaang cons mahaaal,5
413,produk bagus banget awal mau beli rasanya lumayan banget nguras kantong kl ud liat hasilnya bener gak ngecewainsaya punya kulit wajah yang banyak spot item atau biasa org bilang spruten bagian pipi hidung dulu saya suka banget olahraga outdoor awalnya smpt takut lama makin gelap gelap sampe bener obvious bgttp untung banget aku coba produk ngilangin the spots produk gak langsung membantu mencerahkan kulit wajahsekarang saya ud thn pakai produk bakal terus pakai recomended bgtua,5
415,cinta this product pernah pakai doang pulang ngantor facial washnya habis akhirnya gak cuci muka alhamdulillah paginya gak numbuh jerawat apa dan packagingnya bagus banget tutupnya rapet jadi gak gampang tumpah deh,5
416,belinya guardian rasanya wajahku aneh lembab gak licin kayak sabun jadi bingung wajah udah bersih kalau dipakai kayak milk cleanser paling pas langsung terserap bekas make upnya maskara waterproof base tidak mempan,5
417,serum bener-bener my holy grail product membuat kulit kenyal make up nempel segi kemasan sangat praktis aplikator nya gampang tekstur terlalu kental cepat meresap wajah harga a bit expensive but worth to buy pemakaian botol ml tahan bulan definetely repurchased,5
418,the best sunscreen ive ever tried sunscreen buat muka keliatan cerahpernah pakai clarins bb cream wardah pagi sampe tengah malem muka tetep keliatan bagusbesoknya pakai sunblock yang alas bedak ultima tetapi muka tidak sebagus klo pakai clarinssuper recommended,5
423,coba iseng iseng tadiannya soalnya kan lumayan bonus sabun batang nya biasa mahasiswi hahaha tetapi enak banget deh dipakai nya rasa kaya keangkat begitu segala kotoran kepenatan masalah hahah curcol soalnya wangi nya enakeun hahahah isinya banyak saya aja awet ampe bulan lebih hahahaha jadi udah purchase berkali kali gak pernah saya ganti body scrub shinzui cinta banget ahayyyyyyyy,5
424,i dont know why suatu hari nemu ospas suatu bazaar kecantikan penasaran sama harganya aku tanya ternyata idr wow mungkin aku gak membeli lagi harga nya mahal cukup punya sih liat deh kalau uang beli ospas ku membeli lagi aku suka banget sama peeling scrub katanya mengandung emas recommended,5
425,sangat suka serum kadang pakai malam besok pagi nya muka jadi kenyal-kenyal lembab sekali engga lengket sama sekali dikulit punya ml itupun awet banget kalau pemakaian malam hari harga sepertinya wajar hasilnya oke wajah jelas membelinya serum habis hehehe,5
426,masker menurutku fungsinya sama aja kayak yang bubuk cuma kalau aku pakai hampir hari beda yang bubuk karna butiran scrubnya jadinya aku pakai cuma x seminggu khasiatnya sama yang bubuk,5
427,aaahh laff suka banget deh sama bb cream pertama kali mencoba pakai bb cream langsung suka hasilnya pas cover semua spot wajahku hasil akhirnyadewy harganya lumayan mahal sih hasilnya cukup memuaskan hehe repurchase may be gak terlalu suka pakai bb cream sih sekarang udah cushion hehe,5
429,facial foam aku pakai selama tahun kemasannya jadul berganti-ganti hingga kali aku tetap setia facial foam lembut banget dibilas gak buat wajah kencang kaku wanginya enak banget busanya banyak kemasan gr aku pakai - minggu pemakaian biji jagung harinya aku nemuin produk sebagus,5
431,this product comes in perfect timing berniat lebih memperhatikan kulit wajah applying suncare lebih rutin every - hours harganya sangat bersahabat alcohol free ringan mudah dibawa-bawa teksturnya cepat menyerap white hintnya menandakan produk bekerja baik tabir surya really cinta it,5
432,jujur pas beli iseng aja promo buy get begitu but surprisingly aku suka banget really a gentle exfoliator aku suka pakenya after cleansing oil dan before face wash jadi berasa bersih banget deh mukanya been using it for almost weeka now day dan night will repurchase definately,5
433,tadaaaaaaa finally i have this sun protection aku kira bentuknya tuh gel kental kayak lotion-lotion umumnya eh ternyata bentuknya lembut gitupas gunakan terlihat mengkilap diwajah langsung los hilang aja gitukalo aku wangi nya gak terlalu menyengat pas dipakai berasa aja kayak wajahnya wangi permen pengen dijilatrasanya hihihi kemasan nya ternyata buram jadi mengkilap licin genggam recommend banget deh,5
434,himalayan charchoal kosong akhirnya beli muka jerawatan udah make mingguan kulit wajah langsung halusssss mulussss beneran sensasi dingin pas dipakai butiran scrub green tea nya jerawat langsung kalem keesokan harinya lebih suka dipakai buat maskerkarena kalau pakai face wash jatohnya anehbusanya dikit banget hehe sejauh this product is great,5
436,sk-ii power brightening specialist serum kedua aku coba cellum essence/ i prefer this one karna tidak buat mukaku jadi terkesan oily beda sama kalau pakai si cellum essence muka jadi halus efek mencerahkannya dapet emang sabar kalau pakai rangkaian produknya sk-ii sih,5
